analysis_drug_name,a_psss,b_psss,c_psss,d_psss,total_exposed_psss,ror_psss,lower_ci_psss,upper_ci_psss,se_logror_psss,a_ps,b_ps,c_ps,d_ps,total_exposed_ps,ror_ps,lower_ci_ps,upper_ci_ps,se_logror_ps,total_exposed_psss_for_broad,shock_count_psss,broad_count_psss,pubchem_cid,canonical_smiles,inchikey,in_scope,exclude_reason,n_raw_names_mapped,raw_names_mapped,expected_shock,expected_broad,positive_high_flag,positive_moderate_flag,negative_high_flag,negative_moderate_flag,negative_expanded_flag,faers_signal_class,structure_available,in_scope_bool,usable_for_model,model_label,label_weight
WARFARIN,0.0,232.0,543.0,399739.0,232.0,1.5817016351604,0.09850861262833426,25.39656174133846,1.416383953347731,0.0,47.0,543.0,399924.0,47.0,7.745596281411902,0.4768494572521724,125.81384091393677,1.4222851537064765,232,0,0,,,,,,,,0.3145358214694118,1.1475054554896957,False,False,False,False,False,uncertain,False,,False,,
WARFARIN POTASSIUM,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,0.0,0.0,0.0,0.0,0.0,,,,,6,0,0,,,,,,,,0.008134547106967547,0.02967686522818179,False,False,False,False,False,uncertain,False,,False,,
WARFARIN SODIUM,0.0,166.0,543.0,399805.0,166.0,2.209047133610151,0.13741761806432803,35.511379888908046,1.4169856857516827,0.0,39.0,543.0,399932.0,39.0,9.314510963865242,0.5717566797110633,151.7430710906778,1.423783299003431,166,0,0,,,,,,,,0.22505580329276878,0.8210599379796961,False,False,False,False,False,uncertain,False,,False,,
WATER,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
WATER FOR INJECTION,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,0.0,0.0,0.0,0.0,0.0,,,,,10,0,0,,,,,,,,0.013557578511612578,0.049461442046969645,False,False,False,False,False,uncertain,False,,False,,
WEGOVY,2.0,642.0,541.0,399329.0,644.0,2.2994742630757625,0.5723727823343154,9.23800370972115,0.7095129071659236,2.0,572.0,541.0,399399.0,574.0,2.581330868761553,0.6423618819772028,10.373076673714817,0.7096472252786196,644,2,2,,,,,,,,0.87310805614785,3.185316867824845,False,False,False,False,False,uncertain,False,,False,,
WELCHOL,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
WELIREG,0.0,31.0,543.0,399940.0,31.0,11.68033469137425,0.7138155720080891,191.12810626800774,1.426039430913783,0.0,24.0,543.0,399947.0,24.0,15.017836021253027,0.9120822953931113,247.27527318577995,1.429216132452235,31,0,0,,,,,,,,0.04202849338599899,0.1533304703456059,False,False,False,False,False,uncertain,False,,False,,
WELLBUTRIN,0.0,190.0,543.0,399781.0,190.0,1.9306260820433325,0.12016082377122286,31.019403426881627,1.4167186635325084,0.0,32.0,543.0,399939.0,32.0,11.320911471233458,0.6923149197534582,185.12245350012932,1.425696902413117,190,0,0,,,,,,,,0.25759399172063896,0.9397673988924233,False,False,False,False,False,uncertain,False,,False,,
WELLBUTRIN SR,0.0,12.0,543.0,399959.0,12.0,29.435841766329347,1.7405639562687212,497.8092171630649,1.442859115317949,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,12,0,0,,,,,,,,0.016269094213935093,0.05935373045636358,False,False,False,False,False,uncertain,False,,False,,
WELLBUTRIN XL,0.0,51.0,543.0,399920.0,51.0,7.143925116781737,0.44030410756934113,115.91003853205619,1.4217102034620392,0.0,32.0,543.0,399939.0,32.0,11.320911471233458,0.6923149197534582,185.12245350012932,1.425696902413117,51,0,0,,,,,,,,0.06914365040922414,0.2522533544395452,False,False,False,False,False,uncertain,False,,False,,
WEZLANA,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,6,0,0,,,,,,,,0.008134547106967547,0.02967686522818179,False,False,False,False,False,uncertain,False,,False,,
WILATE - VON WILLEBRAND FACTOR/COAGULATION FACTOR VIII COMPLEX (HUMAN),0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
WINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
WINLEVI,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
WINREVAIR,0.0,356.0,543.0,399615.0,356.0,1.0312245574693142,0.06429134472125478,16.540703768733177,1.4158557404964462,0.0,314.0,543.0,399657.0,314.0,1.169062617463505,0.07286591720712289,18.756470184348707,1.415988022118788,356,0,0,,,,,,,,0.48264979501340777,1.7608273368721195,False,False,False,False,False,uncertain,False,,False,,
WINRHO SDF,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
WIXELA INHUB,0.0,64.0,543.0,399907.0,64.0,5.7038788215913225,0.35249932652904753,92.29587452479021,1.4203331661797507,0.0,60.0,543.0,399911.0,60.0,6.081055600751177,0.3755431581935556,98.46867507134318,1.4206939686561728,64,0,0,,,,,,,,0.0867685024743205,0.31655322910060574,False,False,False,False,False,uncertain,False,,False,,
WOMENS ROGAINE,0.0,37.0,543.0,399934.0,37.0,9.811333946642135,0.6016940241564135,159.98542439821279,1.4242573831576415,0.0,36.0,543.0,399935.0,36.0,10.080162820884425,0.6178696811722233,164.45164019501095,1.4245138423617043,37,0,0,,,,,,,,0.050163040492966535,0.1830073355737877,False,False,False,False,False,uncertain,False,,False,,
WOMENS ROGAINE UNSCENTED,0.0,124.0,543.0,399847.0,124.0,2.9545782024140723,0.18353737115981306,47.562696899364624,1.4177004464521017,0.0,123.0,543.0,399848.0,123.0,2.9785093616498255,0.18501564843499252,47.9500955323396,1.417723383930053,124,0,0,,,,,,,,0.16811397354399596,0.6133218813824236,False,False,False,False,False,uncertain,False,,False,,
WYOST,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
XACDURO,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
XADAGO,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
XALATAN,0.0,13.0,543.0,399958.0,13.0,27.25534089747521,1.6181336719140296,459.0804952219374,1.4408041160186973,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,13,0,0,,,,,,,,0.017624852065096352,0.06429987466106055,False,False,False,False,False,uncertain,False,,False,,
XALKORI,0.0,63.0,543.0,399908.0,63.0,5.793718172532941,0.35799108114854905,93.76538140292291,1.4204191136671644,0.0,60.0,543.0,399911.0,60.0,6.081055600751177,0.3755431581935556,98.46867507134318,1.4206939686561728,63,0,0,,,,,,,,0.08541274462315925,0.31160708489590877,False,False,False,False,False,uncertain,False,,False,,
XANAX,0.0,202.0,543.0,399769.0,202.0,1.8161640941769737,0.113061116214525,29.17406202428696,1.4166088731365967,0.0,99.0,543.0,399872.0,99.0,3.6971656812119473,0.22934655494350173,59.599910178283245,1.418412027041633,202,0,0,,,,,,,,0.2738630859345741,0.9991211293487868,False,False,False,False,False,uncertain,False,,False,,
XANAX XR,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
XANTOFYL PALMITATE,0.0,59.0,543.0,399912.0,59.0,6.183273677456263,0.38178259900443584,100.14304860939797,1.4207917333793205,0.0,0.0,0.0,0.0,0.0,,,,,59,0,0,,,,,,,,0.07998971321851421,0.2918225080771209,False,False,False,False,False,uncertain,False,,False,,
XCOPRI,1.0,1495.0,542.0,398476.0,1496.0,0.4917696133483074,0.06909938253461229,3.499848243819052,1.001257421611787,1.0,1470.0,542.0,398501.0,1471.0,0.500164420011547,0.07027816857101561,3.559632416896261,1.0012631022678402,1496,1,1,,,,,,,,2.0282137453372417,7.3994317302266595,False,False,False,False,False,uncertain,False,,False,,
XDEMVY,0.0,208.0,543.0,399763.0,208.0,1.7638739054754358,0.10981670655316662,28.331309980698485,1.4165587142619567,0.0,206.0,543.0,399765.0,206.0,1.7809663400388924,0.11087729812844171,28.606767642166265,1.4165751102153161,208,0,1,,,,,,,,0.28199763304154163,1.0287979945769687,False,False,False,False,False,uncertain,False,,False,,
XELJANZ,0.0,2048.0,543.0,397923.0,2048.0,0.17870391847738343,0.011159121253500695,2.861792586862792,1.4150373145322355,0.0,1155.0,543.0,398816.0,1155.0,0.3175218555948372,0.019822392909385273,5.086173462571892,1.4151706116381106,2048,0,2,,,,,,,,2.776592079178256,10.129703331219384,False,False,False,False,False,uncertain,False,,False,,
XELODA,0.0,133.0,543.0,399838.0,133.0,2.755331135069204,0.1712242961647812,44.33862386314366,1.4175094582107193,0.0,27.0,543.0,399944.0,27.0,13.379426277494355,0.8150623939405744,219.62618916749815,1.427657544060726,133,0,0,,,,,,,,0.1803157942044473,0.6578371792246963,False,False,False,False,False,uncertain,False,,False,,
XELPROS,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
XELSTRYM,0.0,46.0,543.0,399925.0,46.0,7.912188028607888,0.486953579173628,128.55993276871342,1.42244430583863,0.0,31.0,543.0,399940.0,31.0,11.68033469137425,0.7138155720080891,191.12810626800774,1.426039430913783,46,0,0,,,,,,,,0.062364861153417855,0.22752263341606038,False,False,False,False,False,uncertain,False,,False,,
XEMBIFY,0.0,269.0,543.0,399702.0,269.0,1.3644214899307552,0.08501110125087383,21.89885761732472,1.4161754846779582,0.0,258.0,543.0,399713.0,258.0,1.4225211262342543,0.0886213504464697,22.83384697240734,1.4162312311725196,269,0,0,,,,,,,,0.36469886196237833,1.3305127910634835,False,False,False,False,False,uncertain,False,,False,,
XENAZINE,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
XENICAL,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
XENPOZYME,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
XEOMIN,0.0,230.0,543.0,399741.0,230.0,1.5954337097665767,0.09936128259718789,25.617712007388885,1.4163971275082212,0.0,208.0,543.0,399763.0,208.0,1.7638739054754358,0.10981670655316662,28.331309980698485,1.4165587142619567,230,0,0,,,,,,,,0.3118243057670893,1.1376131670803018,False,False,False,False,False,uncertain,False,,False,,
XERAVA,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
XERMELO,0.0,16.0,543.0,399955.0,16.0,22.299657104624906,1.3361211561739794,372.17785579251546,1.4361227270979178,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,16,0,0,,,,,,,,0.021692125618580124,0.07913830727515143,False,False,False,False,False,uncertain,False,,False,,
XGEVA,0.0,341.0,543.0,399630.0,341.0,1.0765603343655419,0.06711206485054601,17.26935620458441,1.4158992500884837,0.0,225.0,543.0,399746.0,225.0,1.6308295783467996,0.10155892602869183,26.187802664035885,1.416431084729775,341,0,0,,,,,,,,0.4623134272459889,1.686635173801665,False,False,False,False,False,uncertain,False,,False,,
XHANCE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
XIAFLEX,0.0,81.0,543.0,399890.0,81.0,4.513920792861537,0.2795834028089691,72.878006060144,1.419194266384209,0.0,80.0,543.0,399891.0,80.0,4.5700057711977236,0.2830274061635158,73.79127354442299,1.4192479654132677,81,0,0,,,,,,,,0.10981638594406187,0.4006376805804541,False,False,False,False,False,uncertain,False,,False,,
XIFAXAN,0.0,265.0,543.0,399706.0,265.0,1.384991605985478,0.08628939652994283,22.229866307902714,1.4161952219173088,0.0,264.0,543.0,399707.0,264.0,1.3902313472678485,0.08661499562487339,22.31418687933463,1.4162002494594084,265,0,0,,,,,,,,0.3592758305577333,1.3107282142446957,False,False,False,False,False,uncertain,False,,False,,
XIGDUO XR,0.0,37.0,543.0,399934.0,37.0,9.811333946642135,0.6016940241564135,159.98542439821279,1.4242573831576415,0.0,32.0,543.0,399939.0,32.0,11.320911471233458,0.6923149197534582,185.12245350012932,1.425696902413117,37,0,0,,,,,,,,0.050163040492966535,0.1830073355737877,False,False,False,False,False,uncertain,False,,False,,
XIIDRA,0.0,208.0,543.0,399763.0,208.0,1.7638739054754358,0.10981670655316662,28.331309980698485,1.4165587142619567,0.0,174.0,543.0,399797.0,174.0,2.1077305904898473,0.13114001811645432,33.876221049029056,1.4168885230303045,208,0,0,,,,,,,,0.28199763304154163,1.0287979945769687,False,False,False,False,False,uncertain,False,,False,,
XIPAMIDE,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,0.0,0.0,0.0,0.0,,,,,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
XIPERE,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
XLEAR NASAL DECONGESTANT,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
XOFIGO,0.0,55.0,543.0,399916.0,55.0,6.628981327233397,0.40896077825476923,107.45136397758354,1.4212179442094537,0.0,48.0,543.0,399923.0,48.0,7.5858742969868835,0.46715605091249357,123.18258264509879,1.4221325478246363,55,0,0,,,,,,,,0.07456668181386918,0.27203793125833303,False,False,False,False,False,uncertain,False,,False,,
XOFLUZA,0.0,93.0,543.0,399878.0,93.0,3.9344759899443593,0.24395892069828043,63.45372110657057,1.4186393531579211,0.0,91.0,543.0,399880.0,91.0,4.020495573619678,0.24925234858694562,64.85148384412064,1.4187217447049567,93,0,0,,,,,,,,0.12608548015799698,0.45999141103681773,False,False,False,False,False,uncertain,False,,False,,
XOLREMDI,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
XOPENEX,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
XOPENEX HFA,0.0,14.0,543.0,399957.0,14.0,25.37559876915268,1.5117816005431417,425.9352095975239,1.4390302095195837,0.0,14.0,543.0,399957.0,14.0,25.37559876915268,1.5117816005431417,425.9352095975239,1.4390302095195837,14,0,0,,,,,,,,0.018980609916257607,0.0692460188657575,False,False,False,False,False,uncertain,False,,False,,
XOSPATA,0.0,128.0,543.0,399843.0,128.0,2.8625782595155336,0.17785310403379484,46.0737209865841,1.417612263120197,0.0,118.0,543.0,399853.0,118.0,3.1042236791541,0.1927790955665061,49.9857343033164,1.417843872182091,128,0,0,,,,,,,,0.173537004948641,0.6331064582012115,False,False,False,False,False,uncertain,False,,False,,
XPHOZAH,0.0,154.0,543.0,399817.0,154.0,2.3806950634595974,0.14804750713076928,38.28304234920112,1.4171502811817367,0.0,154.0,543.0,399817.0,154.0,2.3806950634595974,0.14804750713076928,38.28304234920112,1.4171502811817367,154,0,0,,,,,,,,0.2087867090788337,0.7617062075233325,False,False,False,False,False,uncertain,False,,False,,
XPOVIO,0.0,215.0,543.0,399756.0,215.0,1.7065488146135408,0.10625916624889593,27.40760124013435,1.4165037236645177,0.0,195.0,543.0,399776.0,195.0,1.8812259274334908,0.11709706688792881,30.222883323244222,1.416671280613349,215,0,0,,,,,,,,0.29148793799967043,1.0634210040098473,False,False,False,False,False,uncertain,False,,False,,
XTAMPZA,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
XTAMPZA ER,0.0,11.0,543.0,399960.0,11.0,31.995560177592896,1.8830114022506315,543.6588805858489,1.4452677773993903,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,11,0,0,,,,,,,,0.014913336362773835,0.05440758625166661,False,False,False,False,False,uncertain,False,,False,,
XTANDI,0.0,300.0,543.0,399671.0,300.0,1.2235709573280962,0.076255521825921,19.633016098617603,1.4160403297503172,0.0,166.0,543.0,399805.0,166.0,2.209047133610151,0.13741761806432803,35.511379888908046,1.4169856857516827,300,0,0,,,,,,,,0.40672735534837734,1.4838432614090893,False,False,False,False,False,uncertain,False,,False,,
XULANE,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
XULTOPHY 100/3.6,0.0,43.0,543.0,399928.0,43.0,8.457919614249914,0.5200089652705081,137.56763628854026,1.4229655416056375,0.0,41.0,543.0,399930.0,41.0,8.86557453364516,0.5446566895678135,144.30817305114823,1.4233547738984695,43,0,0,,,,,,,,0.058297587599934086,0.21268420080196948,False,False,False,False,False,uncertain,False,,False,,
XYLAZINE,0.0,18.0,543.0,399953.0,18.0,19.888783908103136,1.1970138589032668,330.4587682097911,1.4338397681566992,0.0,0.0,0.0,0.0,0.0,,,,,18,0,0,,,,,,,,0.02440364132090264,0.08903059568454537,False,False,False,False,False,uncertain,False,,False,,
XYLOCAINE MPF,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
XYLOCAINE WITH EPINEPHRINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
XYLOMETAZOLINE,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,0.0,0.0,0.0,0.0,,,,,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
XYLOMETAZOLINE HYDROCHLORIDE,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,0.0,0.0,0.0,0.0,,,,,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
XYNTHA,0.0,32.0,543.0,399939.0,32.0,11.320911471233458,0.6923149197534582,185.12245350012932,1.425696902413117,0.0,32.0,543.0,399939.0,32.0,11.320911471233458,0.6923149197534582,185.12245350012932,1.425696902413117,32,0,0,,,,,,,,0.04338425123716025,0.15827661455030287,False,False,False,False,False,uncertain,False,,False,,
XYOSTED,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
XYREM,0.0,220.0,543.0,399751.0,220.0,1.6678307017379168,0.10385592281193926,26.783828734511157,1.4164665810915995,0.0,210.0,543.0,399761.0,210.0,1.7471062677682916,0.10877620242822142,28.061103832793158,1.4165426296863384,220,0,1,,,,,,,,0.2982667272554767,1.0881517250333321,False,False,False,False,False,uncertain,False,,False,,
XYWAV,0.0,517.0,543.0,399454.0,517.0,0.7101129288161807,0.044298502021488946,11.383237551176792,1.4155475255062027,0.0,482.0,543.0,399489.0,482.0,0.7616904442993264,0.04751141706510583,12.211219297919143,1.415597036044421,517,0,2,,,,,,,,0.7009268090503703,2.5571565538283307,False,False,False,False,False,uncertain,False,,False,,
XYZAL,0.0,53.0,543.0,399918.0,53.0,6.876828104445916,0.42405416768018384,111.5205753944229,1.421454894007358,0.0,26.0,543.0,399945.0,26.0,13.884345003558348,0.8450253757016504,228.12928667114727,1.4281380450783527,53,0,0,,,,,,,,0.07185516611154666,0.26214564284893915,False,False,False,False,False,uncertain,False,,False,,
XYZAL ALLERGY 24HR,0.0,21.0,543.0,399950.0,21.0,17.11347639117691,1.035309204652157,282.8827106678418,1.4312072018472148,0.0,21.0,543.0,399950.0,21.0,17.11347639117691,1.035309204652157,282.8827106678418,1.4312072018472148,21,0,0,,,,,,,,0.028470914874386414,0.10386902829863626,False,False,False,False,False,uncertain,False,,False,,
YASMIN,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
YAZ,0.0,16.0,543.0,399955.0,16.0,22.299657104624906,1.3361211561739794,372.17785579251546,1.4361227270979178,0.0,15.0,543.0,399956.0,15.0,23.738404012226606,1.418537873202505,397.2483468315911,1.437483410585008,16,0,0,,,,,,,,0.021692125618580124,0.07913830727515143,False,False,False,False,False,uncertain,False,,False,,
YCANTH,0.0,11.0,543.0,399960.0,11.0,31.995560177592896,1.8830114022506315,543.6588805858489,1.4452677773993903,0.0,11.0,543.0,399960.0,11.0,31.995560177592896,1.8830114022506315,543.6588805858489,1.4452677773993903,11,0,0,,,,,,,,0.014913336362773835,0.05440758625166661,False,False,False,False,False,uncertain,False,,False,,
YEAST,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
YELLOW FEVER VACCINE NOS,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
YERVOY,3.0,819.0,540.0,399152.0,822.0,2.7075837742504407,0.8686994725007804,8.439063366160472,0.580007492811469,3.0,568.0,540.0,399403.0,571.0,3.9065238654147105,1.2522249904701892,12.18705011255563,0.5804724388825829,822,3,6,,,,,,,,1.1144329536545539,4.065730536260905,False,False,False,False,False,uncertain,False,,False,,
YESCARTA,0.0,263.0,543.0,399708.0,263.0,1.3955108588825327,0.08694305956467599,22.39914913289171,1.4162053151431857,0.0,241.0,543.0,399730.0,241.0,1.5227219482649266,0.09484586738954193,24.446844080245082,1.4163273685267603,263,0,2,,,,,,,,0.3565643148554108,1.3008359258353017,False,False,False,False,False,uncertain,False,,False,,
YF-VAX,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
