scenario,split_type,threshold_type,metric,n,mean,sd,median,q025,q975
no_negative_expanded,scaffold,fixed_0.5,brier,98,0.16784385389827916,0.07094536143036054,0.15616621415535245,0.06154542156988234,0.3451592664835892
no_negative_expanded,scaffold,train_youden,roc_auc,98,0.8652522706596737,0.12418982371520934,0.8728146853146853,0.6418040293040292,1.0
no_negative_expanded,scaffold,train_youden,pr_auc,98,0.9457056900621925,0.06873682977461375,0.9606141001294782,0.7959236368632576,1.0
no_negative_expanded,scaffold,train_youden,balanced_accuracy,98,0.6620073629398447,0.16329378724128113,0.6538461538461539,0.4305952380952381,1.0
no_negative_expanded,scaffold,train_youden,accuracy,98,0.7824282095378129,0.1285499533269349,0.807348901098901,0.5234776228906823,1.0
no_negative_expanded,scaffold,train_youden,sensitivity,98,0.9498924493861486,0.07199234471469416,1.0,0.7917857142857143,1.0
no_negative_expanded,scaffold,train_youden,specificity,98,0.3741222764935408,0.3330650494201632,0.3333333333333333,0.0,1.0
no_negative_expanded,scaffold,train_youden,precision,98,0.7949720636936174,0.1438924714458237,0.7962779973649539,0.45833333333333337,1.0
no_negative_expanded,scaffold,train_youden,f1,98,0.8568254858891503,0.0968166579855677,0.8783783783783783,0.6280901116427433,1.0
no_negative_expanded,scaffold,train_youden,mcc,98,0.3625548092869126,0.3338580768697115,0.41906651678621587,-0.17679585475521986,1.0
no_negative_expanded,scaffold,train_youden,brier,98,0.16784385389827916,0.07094536143036054,0.15616621415535245,0.06154542156988234,0.3451592664835892
positive_high_vs_all_negative,random,fixed_0.5,roc_auc,100,0.7848179490810108,0.1658611697615331,0.7883838383838384,0.3692243833017077,1.0
positive_high_vs_all_negative,random,fixed_0.5,pr_auc,100,0.717850962149109,0.19529139987348756,0.719904966034997,0.26349904092071613,1.0
positive_high_vs_all_negative,random,fixed_0.5,balanced_accuracy,100,0.5,0.0,0.5,0.5,0.5
positive_high_vs_all_negative,random,fixed_0.5,accuracy,100,0.7293000345681012,0.04814416702886422,0.7530487804878049,0.6511627906976746,0.7872340425531914
positive_high_vs_all_negative,random,fixed_0.5,sensitivity,100,0.0,0.0,0.0,0.0,0.0
positive_high_vs_all_negative,random,fixed_0.5,specificity,100,1.0,0.0,1.0,1.0,1.0
positive_high_vs_all_negative,random,fixed_0.5,precision,100,0.0,0.0,0.0,0.0,0.0
positive_high_vs_all_negative,random,fixed_0.5,f1,100,0.0,0.0,0.0,0.0,0.0
positive_high_vs_all_negative,random,fixed_0.5,mcc,100,0.0,0.0,0.0,0.0,0.0
positive_high_vs_all_negative,random,fixed_0.5,brier,100,0.17884144492121196,0.028022070745908692,0.17295844779381536,0.13484120291831284,0.2281175666053883
positive_high_vs_all_negative,random,train_youden,roc_auc,100,0.7848179490810108,0.1658611697615331,0.7883838383838384,0.3692243833017077,1.0
